categ_feature0,num_feature1,num_feature2,num_feature3,num_feature4,target
value4,1.0,5.5,0.0,-0.4,0.562
value5,-1.0,3.3,0.5,-0.3,0.499
value5,-0.5,2.2,0.1,-0.4,0.657
value5,0.9,5.7,0.9,-0.2,0.532
value5,0.8,6.4,0.7,-0.5,0.68
value5,0.6,1.5,0.8,-0.4,0.547
value5,1.0,7.6,0.8,-0.5,0.613
value5,1.0,4.8,0.5,0.7,0.728
value5,-1.0,3.9,0.0,-0.6,0.588
value5,-0.8,3.8,0.4,0.2,0.571
value5,-0.9,5.5,0.0,-0.7,0.464
value4,1.0,4.8,0.9,-0.3,0.357
value3,-1.0,5.0,0.0,-0.2,0.354
value5,1.0,5.2,0.1,-0.7,0.508
value5,-1.0,6.0,0.7,0.0,0.768
value5,0.9,5.5,0.7,-0.5,0.754
value5,-1.0,7.1,0.0,-0.2,0.46
value5,-1.0,3.9,0.0,-0.1,0.587
value5,-1.0,7.0,0.1,0.8,0.512
value5,-0.4,5.1,0.0,1.0,0.611
value5,-1.0,4.7,0.5,1.0,0.415
value4,-1.0,6.6,0.0,-0.2,0.491
value5,-1.0,4.3,1.0,0.3,0.613
value5,1.0,5.1,0.1,-0.6,0.652
value5,-1.0,4.3,0.0,-0.4,0.374
value1,1.0,4.8,0.0,-0.6,0.599
value5,1.0,4.8,0.3,-0.3,0.575
value5,0.7,6.4,0.0,-0.3,0.516
value5,0.9,5.6,0.8,-0.0,0.635
value5,-1.0,9.9,0.2,-0.3,0.302
value5,1.0,5.0,0.0,-0.4,0.655
value4,-1.0,5.5,0.3,-0.4,0.484
value5,0.9,3.9,0.7,0.2,0.625
value5,1.0,5.6,0.1,0.7,0.767
value4,-1.0,0.7,0.1,0.1,0.567
value5,-0.1,5.6,0.5,-0.7,0.54
value5,1.0,4.7,0.1,-0.3,0.484
value5,0.8,1.9,0.0,1.0,0.537
value5,0.2,6.1,0.3,-0.4,0.615
value5,0.0,8.4,0.3,-0.3,0.571
value5,-1.0,6.9,0.0,-0.5,0.478
value5,0.7,6.1,0.7,0.2,0.506
value4,0.1,4.7,0.0,-0.3,0.479
value5,-1.0,3.9,0.2,1.0,0.72
value1,0.8,5.4,0.0,-0.6,0.494
value5,-1.0,6.6,0.2,-0.5,0.641
value5,1.0,3.2,0.0,0.6,0.422
value5,1.0,8.2,0.0,-0.3,0.672
value5,-1.0,6.4,0.0,-0.2,0.681
value5,1.0,4.7,0.9,0.3,0.625
value5,1.0,6.9,0.0,-0.4,0.613
value5,1.0,6.2,0.2,-0.4,0.557
value5,1.0,-0.0,0.0,-0.3,0.532
value5,-0.1,6.0,0.1,-0.3,0.549
value5,1.0,5.2,0.0,-0.7,0.552
value5,0.9,1.5,0.0,0.4,0.699
value5,-1.0,6.5,0.2,-0.7,0.584
value1,1.0,7.3,0.9,-0.1,0.468
value5,-1.0,5.6,0.1,-0.5,0.52
value4,0.9,5.2,0.0,-0.4,0.48
value5,-0.8,8.1,0.0,-0.5,0.496
value4,-1.0,6.3,1.0,-0.6,0.645
value5,-1.0,4.7,0.1,-0.4,0.679
value4,1.0,7.2,0.1,-0.4,0.677
value5,1.0,4.6,0.0,1.0,0.744
value5,-0.5,10.1,0.6,-0.3,0.515
value5,0.6,5.2,0.3,-0.5,0.529
value5,1.0,7.0,0.2,-0.0,0.696
value4,-1.0,5.7,0.1,-0.5,0.378
value4,-1.0,5.5,0.4,0.2,0.309
value5,-0.6,7.3,0.0,-0.4,0.639
value5,-0.5,5.1,0.0,-0.3,0.661
value5,1.0,6.1,0.0,-0.6,0.829
value4,0.9,4.7,0.2,-0.5,0.58
value5,1.0,0.8,0.8,-0.4,0.574
value5,-1.0,6.1,0.5,-0.5,0.517
value5,0.7,6.6,0.4,-0.2,0.702
value5,-1.0,3.2,0.0,-0.5,0.46
value5,-1.0,4.3,1.0,0.8,0.658
value5,-1.0,2.1,0.3,0.2,0.539
value5,1.0,7.0,0.0,-0.5,0.495
value3,-1.0,4.8,0.0,-0.3,0.486
value1,1.0,4.9,0.0,-0.3,0.561
value4,-0.8,7.8,0.0,-0.7,0.407
value5,-1.0,5.3,0.6,0.2,0.539
value5,-1.0,5.3,0.5,1.0,0.706
value4,0.8,5.1,0.2,-0.7,0.308
value4,-1.0,4.4,0.0,0.6,0.518
value5,-1.0,1.4,0.0,0.7,0.781
value5,1.0,5.0,0.0,-0.6,0.574
value4,-0.4,3.2,0.5,0.2,0.371
value5,-0.8,5.6,1.0,-0.6,0.64
value3,1.0,6.3,0.0,0.9,0.518
value5,0.0,2.7,0.0,-0.0,0.603
value5,-0.8,2.9,0.1,-0.5,0.354
value4,-0.8,5.8,0.6,0.8,0.376
value5,-0.4,6.2,0.4,0.8,0.733
value5,-0.9,8.5,1.0,-0.6,0.663
value4,0.2,3.2,0.3,0.4,0.628
value5,-1.0,5.2,0.9,-0.6,0.492
value4,1.0,4.1,0.6,0.3,0.7
value5,0.4,7.3,0.7,0.2,0.533
value1,0.1,4.6,0.0,0.9,0.507
value5,-0.8,5.0,0.8,-0.5,0.494
value5,1.0,3.3,0.0,0.9,0.661
value4,0.8,4.4,0.6,0.0,0.61
value5,-1.0,7.0,0.0,0.4,0.794
value5,-1.0,6.0,0.0,0.1,0.695
value5,0.6,3.5,0.7,0.3,0.508
value5,-1.0,2.8,0.1,-0.3,0.651
value5,1.0,4.6,0.0,0.5,0.571
value1,-1.0,4.0,0.7,1.0,0.615
value5,1.0,4.5,1.0,-0.6,0.615
value5,-1.0,5.8,0.1,-0.6,0.623
value5,1.0,5.2,0.0,-0.2,0.432
value4,-0.9,6.8,0.1,-0.5,0.565
value5,0.3,2.5,1.0,-0.5,0.766
value5,1.0,7.7,1.0,-0.4,0.601
value5,1.0,5.4,0.8,-0.6,0.52
value5,1.0,4.8,0.0,1.0,0.505
value5,-1.0,5.9,0.1,-0.6,0.454
value5,-1.0,2.8,0.7,-0.7,0.603
value5,-1.0,5.5,0.0,-0.6,0.205
value5,0.8,5.7,0.1,0.9,0.491
value5,-0.9,5.2,0.0,0.5,0.67
value5,1.0,4.1,0.0,-0.4,0.534
value5,1.0,6.5,0.4,1.0,0.578
value5,0.9,5.7,0.0,0.8,0.558
value5,0.9,4.7,1.0,-0.2,0.625
value5,-0.1,1.9,0.0,1.0,0.547
value5,-0.4,4.6,0.6,0.8,0.442
value5,-0.8,5.3,0.1,1.0,0.539
value4,-1.0,5.2,0.1,-0.3,0.522
value4,0.7,3.2,0.0,-0.1,0.548
value5,1.0,2.1,0.5,0.9,0.449
value5,-1.0,4.3,0.2,0.5,0.711
value5,-1.0,4.7,0.0,0.9,0.698
value5,1.0,5.4,0.9,-0.5,0.507
value5,-1.0,3.9,0.3,-0.3,0.487
value5,-1.0,3.1,0.1,-0.7,0.391
value5,-1.0,4.8,0.0,0.9,0.581
value5,-1.0,4.1,0.7,-0.5,0.538
value5,0.8,-0.9,0.2,-0.6,0.734
value5,1.0,4.9,0.0,0.2,0.732
value2,1.0,5.4,0.1,-0.3,0.211
value5,1.0,7.9,0.7,-0.1,0.597
value5,1.0,6.0,0.0,-0.5,0.558
value5,1.0,4.7,0.5,-0.1,0.649
value5,-0.8,7.4,0.6,-0.5,0.558
value5,-0.8,6.0,0.0,-0.6,0.47
value5,1.0,1.9,1.0,-0.5,0.499
value5,0.6,5.3,0.0,-0.2,0.555
value5,1.0,4.0,0.7,0.5,0.555
value5,-1.0,2.9,0.7,-0.2,0.613
value5,-0.8,11.3,0.0,-0.7,0.726
value4,-0.2,4.1,0.7,-0.6,0.472
value2,-0.9,4.1,0.9,0.8,0.304
value5,0.6,5.6,0.5,0.2,0.529
value5,-1.0,4.2,1.0,-0.6,0.626
value4,-0.3,5.2,0.0,1.0,0.513
value5,-1.0,2.8,0.7,-0.5,0.692
value5,1.0,8.4,0.0,0.1,0.557
value4,-1.0,4.8,0.0,-0.6,0.374
value5,-1.0,1.7,1.0,1.0,0.583
value5,1.0,7.5,0.0,-0.2,0.699
value5,0.8,7.3,0.4,-0.1,0.405
value5,-0.5,4.4,1.0,-0.3,0.583
value5,-1.0,5.1,0.3,-0.6,0.548
value5,-1.0,6.5,0.0,-0.7,0.588
value5,1.0,5.8,0.2,0.1,0.63
value5,1.0,5.8,0.0,-0.4,0.721
value5,-1.0,3.7,1.0,-0.4,0.507
value5,-1.0,5.4,0.5,0.5,0.599
value4,-0.7,4.2,1.0,-0.5,0.501
value5,0.9,2.8,0.0,-0.7,0.515
value5,1.0,2.2,0.7,-0.0,0.692
value4,1.0,6.7,0.7,-0.3,0.577
value4,-0.9,4.4,0.3,0.3,0.459
value5,0.2,4.1,1.0,-0.5,0.609
value4,-1.0,5.4,0.0,-0.7,0.369
value5,1.0,4.3,0.0,-0.2,0.565
value4,0.8,6.7,0.0,0.9,0.444
value5,0.0,7.1,0.0,0.3,0.655
value4,1.0,1.6,0.0,-0.0,0.519
value5,1.0,4.9,0.0,-0.5,0.584
value5,1.0,6.2,0.1,-0.6,0.721
value5,-1.0,5.1,1.0,0.3,0.584
value4,1.0,4.7,0.1,-0.5,0.45
value5,-0.4,7.9,0.1,0.0,0.484
value4,-1.0,1.3,0.4,-0.6,0.562
value5,1.0,5.2,0.0,0.4,0.635
value1,1.0,5.8,0.4,-0.7,0.452
value5,-0.9,4.9,0.5,-0.6,0.545
value5,-1.0,4.9,0.4,-0.6,0.587
value5,-1.0,3.1,0.0,0.7,0.419
value5,-1.0,4.7,0.2,-0.4,0.569
value5,-1.0,6.2,0.1,0.5,0.646
value5,1.0,6.1,0.0,0.1,0.654
value5,1.0,3.4,1.0,-0.2,0.776
value4,-1.0,4.5,0.9,-0.6,0.401
value5,1.0,5.0,0.0,-0.5,0.624
value4,-1.0,5.1,0.0,-0.2,0.408
value5,-1.0,3.1,0.2,-0.5,0.4
value5,0.8,1.4,0.2,-0.6,0.442
value4,-0.9,4.2,0.0,-0.6,0.566
value3,1.0,1.6,1.0,-0.4,0.722
value5,-1.0,7.5,0.1,-0.6,0.526
value5,-1.0,6.1,0.8,-0.6,0.696
value1,0.7,6.8,0.0,0.8,0.466
value5,0.6,5.5,0.9,-0.5,0.556
value5,1.0,4.2,0.5,-0.1,0.671
value5,1.0,1.2,0.4,-0.4,0.661
value5,-1.0,4.4,0.0,-0.1,0.663
value2,-1.0,3.8,0.0,-0.5,0.269
value5,-1.0,5.1,0.0,-0.4,0.622
value5,-1.0,4.4,0.2,-0.6,0.56
value4,-1.0,3.9,0.9,-0.4,0.652
value5,0.9,6.5,0.5,-0.5,0.45
value5,-1.0,4.5,0.1,-0.0,0.974
value5,0.7,5.7,0.5,-0.5,0.501
value5,1.0,5.6,0.0,-0.4,0.71
value5,1.0,3.7,0.8,-0.6,0.583
value5,-1.0,6.8,1.0,-0.6,0.678
value5,1.0,4.3,0.1,-0.3,0.601
value5,0.6,4.5,0.0,-0.4,0.635
value5,-1.0,6.8,1.0,-0.4,0.484
value5,1.0,7.1,0.0,-0.5,0.687
value5,-0.7,3.8,0.0,1.0,0.658
value4,-0.9,1.8,0.2,-0.4,0.384
value5,0.6,9.0,0.0,-0.3,0.403
value1,-0.4,4.9,0.9,-0.3,0.547
value5,0.8,6.0,0.0,0.0,0.498
value5,-1.0,5.2,0.6,-0.5,0.5
value5,1.0,7.4,0.7,0.1,0.585
value5,1.0,7.6,0.7,0.9,0.734
value5,-0.8,3.4,0.0,-0.4,0.598
value5,1.0,4.1,0.8,0.2,0.673
value5,-1.0,8.0,0.1,0.1,0.437
value5,0.2,4.9,0.2,-0.3,0.448
value5,-1.0,5.7,0.2,-0.7,0.607
value4,1.0,4.3,0.3,-0.4,0.536
value5,-1.0,5.8,0.1,-0.5,0.461
value5,1.0,5.8,0.2,-0.7,0.676
value5,1.0,5.0,0.0,-0.5,0.701
value5,-1.0,6.2,0.3,-0.5,0.617
value4,1.0,5.5,0.9,0.1,0.428
value4,-0.9,4.5,0.0,-0.6,0.599
value3,-1.0,4.5,0.0,-0.5,0.523
value5,1.0,5.8,0.3,0.8,0.59
value5,0.7,7.4,1.0,-0.6,0.472
value5,-0.2,6.5,0.0,-0.5,0.464
value5,-1.0,2.5,0.1,-0.0,0.554
value5,0.2,4.2,1.0,-0.1,0.652
value5,-1.0,3.5,0.0,0.5,0.667
value4,-1.0,4.4,0.1,0.9,0.286
value3,1.0,3.9,0.2,0.5,0.574
value5,-1.0,5.8,0.7,0.9,0.499
value5,0.8,1.5,0.0,-0.4,0.496
value5,1.0,3.6,0.9,-0.2,0.484
value5,0.2,5.9,1.0,-0.2,0.592
value5,-1.0,5.7,0.1,0.0,0.534
value5,0.9,5.2,0.0,-0.5,0.67
value5,-1.0,2.8,1.0,-0.5,0.463
value5,-0.9,6.3,1.0,-0.5,0.616
value5,1.0,8.7,0.0,-0.1,0.5
value5,-1.0,3.6,0.3,-0.6,0.615
value5,1.0,0.4,0.0,-0.4,0.691
value5,-1.0,5.2,0.0,0.3,0.553
value1,0.3,5.7,0.1,0.7,0.334
value5,-0.4,7.1,0.1,-0.2,0.524
value3,1.0,4.4,0.2,-0.5,0.734
value4,1.0,0.4,1.0,-0.0,0.794
value5,-1.0,4.4,0.2,-0.6,0.659
value5,1.0,6.4,0.0,0.1,0.507
value5,1.0,4.7,0.1,0.3,0.693
value5,-1.0,6.8,0.7,0.7,0.592
value5,-1.0,6.4,0.0,-0.3,0.633
value5,-1.0,2.3,0.1,-0.1,0.488
value5,0.9,4.5,0.2,1.0,0.519
value5,0.2,3.4,0.9,-0.6,0.62
value5,0.9,4.4,0.0,-0.4,0.753
value5,1.0,3.4,0.3,-0.7,0.614
value5,-1.0,4.9,0.6,-0.5,0.706
value5,0.2,3.4,0.0,-0.1,0.494
value5,-0.9,5.8,0.8,-0.6,0.522
value4,-1.0,5.5,0.0,-0.4,0.63
value5,0.5,3.5,0.9,-0.4,0.644
value5,-1.0,4.0,0.2,-0.5,0.695
value5,0.6,4.8,0.0,-0.4,0.522
value5,1.0,3.3,0.0,-0.2,0.54
value4,1.0,7.3,0.1,-0.5,0.544
value5,-0.2,5.8,1.0,-0.6,0.549
value5,-1.0,2.5,0.0,0.1,0.503
value5,1.0,4.9,0.0,0.0,0.717
value5,-1.0,3.5,0.5,-0.6,0.698
value5,1.0,5.2,0.0,-0.5,0.646
value5,1.0,5.1,0.0,-0.5,0.621
value5,0.6,5.9,0.7,-0.2,0.457
value3,-0.0,9.1,0.3,-0.5,0.431
value5,-1.0,1.3,0.5,0.2,0.489
value5,-1.0,4.0,1.0,0.7,0.582
value5,0.8,7.3,0.0,-0.3,0.422
value5,-0.8,4.3,0.0,0.3,0.577
value5,0.8,7.8,0.0,-0.3,0.598
value5,1.0,6.5,0.3,0.9,0.543
value5,-1.0,4.2,0.3,-0.4,0.515
value4,-1.0,6.1,0.9,0.5,0.589
value5,1.0,4.9,1.0,0.9,0.539
value5,1.0,5.9,0.0,-0.5,0.555
value5,1.0,5.9,0.7,-0.0,0.488
value4,1.0,6.6,0.3,-0.5,0.773
value5,-1.0,5.1,0.0,-0.4,0.539
value5,-1.0,8.3,0.2,-0.4,0.689
value5,-1.0,6.0,0.8,0.5,0.369
value1,1.0,2.2,0.1,0.5,0.575
value5,-1.0,3.8,0.0,0.9,0.62
value5,-1.0,4.3,1.0,-0.4,0.619
value5,1.0,5.1,0.0,-0.5,0.39
value5,-1.0,5.7,0.6,0.8,0.615
value4,-1.0,4.8,0.7,0.2,0.72
value5,-1.0,5.4,0.2,-0.3,0.585
value5,-0.5,3.3,1.0,0.1,0.581
value4,-1.0,5.7,0.9,1.0,0.594
value5,-1.0,4.7,0.0,-0.5,0.479
value5,0.9,6.0,0.4,-0.2,0.597
value5,0.9,6.4,0.0,-0.5,0.523
value5,-0.1,4.2,0.1,0.0,0.819
value4,-0.8,1.4,1.0,-0.6,0.453
value4,-1.0,2.6,0.8,-0.6,0.55
value5,1.0,4.4,0.0,-0.5,0.667
value5,-0.4,4.2,0.1,1.0,0.63
value5,0.8,7.5,0.9,-0.4,0.873
value5,1.0,4.8,1.0,-0.3,0.703
value5,1.0,3.7,0.7,-0.5,0.596
value5,-1.0,4.9,0.0,-0.4,0.687
value5,-1.0,4.2,0.0,-0.5,0.418
value5,1.0,4.4,0.0,-0.4,0.514
value5,-0.8,7.6,1.0,-0.3,0.532
value5,-1.0,7.2,0.1,-0.2,0.562
value5,-1.0,4.2,0.0,0.7,0.503
value5,1.0,4.2,0.9,0.8,0.736
value5,-1.0,5.7,0.0,0.6,0.592
value5,-1.0,1.7,0.6,0.7,0.354
value4,-1.0,4.4,0.1,-0.6,0.472
value5,-1.0,4.2,0.0,-0.5,0.618
value5,0.8,6.6,0.0,-0.7,0.497
value5,-1.0,4.1,0.1,-0.0,0.427
value5,1.0,4.8,0.7,0.3,0.725
value5,-0.4,7.7,0.0,1.0,0.678
value5,0.3,3.7,0.0,0.1,0.775
value5,-1.0,5.4,0.1,-0.6,0.682
value4,0.9,3.5,0.8,-0.4,0.59
value4,-0.9,3.7,0.0,-0.4,0.442
value5,1.0,7.2,0.0,0.9,0.575
value5,1.0,5.8,0.2,-0.2,0.588
value5,1.0,6.5,0.0,-0.2,0.604
value5,-1.0,6.5,0.1,0.3,0.693
value5,-0.9,3.6,0.1,-0.2,0.401
value5,0.9,3.3,0.1,-0.7,0.56
value2,1.0,4.6,0.0,-0.3,0.249
value4,0.3,5.4,1.0,-0.2,0.412
value5,-1.0,5.4,0.5,-0.6,0.392
value5,-0.8,3.7,0.3,-0.5,0.686
value5,-0.9,1.8,0.5,-0.5,0.417
value5,-1.0,6.8,1.0,0.1,0.738
value5,1.0,4.8,0.2,-0.3,0.593
value5,-0.9,4.4,0.8,-0.5,0.644
value5,1.0,0.0,1.0,-0.5,0.637
value5,-0.5,2.6,0.0,-0.6,0.603
value5,-1.0,7.5,0.2,-0.1,0.707
value5,-0.5,5.6,0.4,-0.4,0.821
value5,1.0,1.5,0.0,1.0,0.609
value5,1.0,2.4,0.8,-0.5,0.663
value4,1.0,7.1,0.0,-0.4,0.726
value3,-1.0,4.2,0.0,-0.6,0.349
value5,-1.0,4.6,0.0,-0.2,0.853
value5,-1.0,4.0,0.8,-0.5,0.769
value5,1.0,4.3,0.5,-0.4,0.632
value5,1.0,6.3,0.0,-0.3,0.783
value4,-1.0,5.3,0.0,0.5,0.588
value5,0.4,4.9,0.0,-0.1,0.484
value5,0.9,3.7,0.1,-0.4,0.7
value5,-1.0,5.0,0.0,-0.4,0.625
value5,-1.0,6.5,0.9,-0.6,0.652
value5,-1.0,6.8,0.1,-0.3,0.432
value5,-0.9,3.2,0.0,0.3,0.535
value4,0.9,4.2,0.0,-0.5,0.5
value5,1.0,6.6,0.5,-0.4,0.628
value2,-0.2,5.3,0.6,-0.6,0.502
value5,-1.0,3.5,0.0,-0.7,0.449
value4,1.0,4.4,0.1,0.9,0.592
value5,1.0,6.7,0.0,-0.6,0.805
value5,0.8,6.4,0.8,-0.4,0.593
value4,1.0,5.5,0.0,0.7,0.511
value5,0.1,5.5,0.4,-0.3,0.378
value5,1.0,3.7,0.0,-0.1,0.683
value5,-1.0,5.9,0.0,0.6,0.617
value5,1.0,5.8,0.1,-0.3,0.661
value5,1.0,3.2,0.1,-0.0,0.636
value5,-1.0,3.5,0.0,-0.5,0.328
value5,0.2,3.9,0.0,-0.1,0.495
value5,0.5,-0.3,0.1,-0.6,0.408
value5,0.7,3.7,0.5,0.2,0.689
value5,0.5,5.3,1.0,-0.6,0.591
value4,-0.8,5.4,0.4,0.8,0.443
value5,-1.0,3.8,0.1,0.5,0.349
value4,0.7,7.2,0.0,0.2,0.619
value5,-1.0,6.4,0.0,-0.3,0.595
value5,1.0,4.6,0.1,-0.7,0.506
value5,-0.8,3.1,0.3,-0.1,0.473
value3,1.0,7.8,0.7,-0.4,0.646
value5,0.0,5.1,0.5,-0.4,0.648
value5,1.0,1.8,0.7,0.1,0.397
value5,0.0,5.0,0.3,-0.5,0.66
value5,-1.0,5.2,0.1,-0.0,0.373
value5,-1.0,3.8,0.4,-0.5,0.429
value5,1.0,5.7,0.8,0.4,0.744
value5,1.0,8.0,0.2,-0.5,0.654
value5,-1.0,3.6,0.0,-0.7,0.629
value5,1.0,9.6,1.0,0.9,0.594
value5,0.5,4.5,0.0,0.4,0.609
value1,1.0,4.0,0.0,-0.5,0.422
value4,-0.9,4.6,0.5,0.3,0.693
value5,-1.0,1.1,0.9,0.6,0.507
value5,-1.0,5.7,0.1,-0.7,0.58
value5,-1.0,7.4,0.0,-0.3,0.531
value5,1.0,3.0,0.0,0.3,0.584
value5,-1.0,6.6,0.6,-0.3,0.332
value2,1.0,7.8,0.0,0.1,0.353
value5,0.1,3.1,0.1,1.0,0.625
value5,1.0,3.1,0.9,-0.6,0.629
value4,1.0,8.1,0.0,0.6,0.532
value5,0.8,3.3,0.0,-0.6,0.611
value5,1.0,6.5,0.0,-0.4,0.602
value5,-1.0,8.6,0.9,-0.2,0.661
value5,0.2,7.0,0.0,-0.5,0.601
value5,0.7,5.2,0.0,-0.5,0.66
value3,1.0,4.7,0.0,-0.2,0.496
value5,1.0,4.9,0.0,0.3,0.723
value5,1.0,5.0,0.0,-0.3,0.538
value5,1.0,2.5,0.1,-0.1,0.532
value4,1.0,5.6,0.0,0.5,0.615
value5,1.0,4.3,1.0,0.6,0.691
value5,0.7,5.9,0.0,-0.3,0.603
value5,0.9,7.4,0.6,0.6,0.789
value4,-1.0,3.7,0.2,1.0,0.488
value5,0.7,-0.6,1.0,-0.5,0.464
value5,0.5,5.7,0.5,0.3,0.526
value4,1.0,2.9,0.9,-0.6,0.575
value5,0.9,4.6,0.0,-0.3,0.65
value5,-1.0,7.2,1.0,0.7,0.625
value5,0.3,3.4,0.8,-0.1,0.649
value5,1.0,9.4,0.0,-0.7,0.483
value5,-1.0,2.9,0.2,-0.6,0.71
value5,-1.0,7.9,1.0,1.0,0.614
value5,1.0,2.9,0.0,0.2,0.668
value5,-1.0,3.6,0.0,-0.1,0.492
value4,-1.0,4.8,0.0,0.0,0.52
value5,-1.0,1.8,0.3,0.1,0.475
value5,0.3,6.2,0.0,-0.1,0.627
value4,-0.9,4.4,0.0,0.2,0.649
value5,1.0,7.9,0.8,-0.5,0.656
value5,1.0,4.4,0.2,-0.4,0.62
value5,0.9,4.6,0.7,-0.5,0.587
value4,-1.0,4.7,0.0,-0.4,0.565
value5,-1.0,6.4,1.0,-0.6,0.63
value5,1.0,5.6,0.9,-0.3,0.661
value4,-0.5,4.2,0.0,-0.7,0.411
value5,1.0,5.6,0.1,-0.2,0.726
value4,-0.8,5.6,0.3,-0.2,0.569
value5,1.0,4.1,0.0,-0.3,0.536
value3,0.5,6.3,0.0,-0.2,0.667
value5,-0.4,2.0,0.0,-0.4,0.578
value5,-0.9,4.0,0.0,1.0,0.662
value5,-0.7,5.8,0.0,-0.7,0.527
value5,-1.0,5.2,1.0,-0.6,0.566
value5,1.0,5.9,1.0,0.4,0.463
value4,-1.0,4.5,0.0,-0.6,0.372
value5,-0.4,4.6,0.2,-0.6,0.585
value1,1.0,9.0,0.0,-0.7,0.586
value5,1.0,8.0,0.1,-0.3,0.67
value5,1.0,3.7,1.0,-0.2,0.533
value5,1.0,5.0,1.0,-0.5,0.497
value5,1.0,6.0,0.0,1.0,0.747
value5,-1.0,2.0,0.3,-0.5,0.446
value4,1.0,5.0,0.0,-0.6,0.289
value5,1.0,8.2,0.9,0.8,0.728
value5,-1.0,7.1,0.2,0.1,0.57
value5,1.0,4.5,0.6,0.2,0.672
value5,1.0,5.3,0.0,-0.4,0.506
value5,1.0,6.4,0.7,-0.5,0.685
value3,1.0,5.4,0.1,-0.1,0.595
value5,1.0,6.0,0.0,0.4,0.618
value5,-1.0,6.5,0.1,-0.6,0.556
value5,0.9,9.2,0.3,-0.5,0.561
value5,-0.9,6.9,0.0,-0.4,0.789
value5,-0.9,6.9,0.1,-0.5,0.693
value5,-1.0,8.0,0.3,-0.5,0.605
value5,-0.8,7.4,0.0,0.5,0.515
value5,-0.6,1.8,1.0,0.9,0.496
value4,-1.0,3.7,0.0,-0.6,0.593
value5,-1.0,4.6,0.3,-0.5,0.621
value5,0.9,3.7,0.0,-0.5,0.8
value4,-0.7,3.4,0.0,-0.7,0.624
value5,0.9,3.1,0.0,-0.3,0.486
value5,-1.0,4.2,0.7,-0.5,0.473
value5,-1.0,8.2,0.8,-0.3,0.656
value5,-1.0,8.3,0.0,-0.2,0.568
value5,-1.0,7.3,0.6,-0.1,0.58
value5,-0.8,6.5,0.3,-0.3,0.471
value5,-1.0,3.3,0.2,-0.4,0.509
value5,1.0,4.5,0.0,-0.1,0.527
value3,1.0,5.9,0.0,0.1,0.633
value5,1.0,6.8,0.9,1.0,0.629
value4,-1.0,4.4,0.9,-0.4,0.401
value4,-1.0,5.8,0.2,-0.3,0.624
value5,-1.0,6.7,0.0,0.8,0.546
value5,-0.4,4.0,0.3,0.3,0.644
value5,0.6,3.6,0.9,-0.4,0.755
value5,0.4,9.3,0.3,-0.5,0.643
value5,-1.0,3.5,0.0,-0.4,0.615
value5,-1.0,2.4,0.0,1.0,0.602
value5,1.0,4.6,0.0,0.1,0.656
value5,-1.0,5.6,0.0,0.4,0.538
value5,-1.0,6.2,0.1,-0.5,0.48
value5,-0.3,8.6,0.7,-0.5,0.657
value5,1.0,6.8,0.3,-0.3,0.743
value5,-0.4,4.4,0.0,0.8,0.726
value2,-1.0,5.6,0.6,0.9,0.244
value5,-1.0,4.1,0.4,-0.6,0.515
value5,1.0,3.0,0.0,0.1,0.776
value5,1.0,5.4,0.0,-0.4,0.563
value3,0.2,5.3,0.3,0.5,0.586
value5,-1.0,6.2,0.0,0.0,0.527
value5,-0.6,3.1,0.6,-0.2,0.6
value5,-0.9,6.4,0.4,1.0,0.557
value5,-0.9,11.2,1.0,-0.2,0.448
value5,-1.0,7.6,0.7,-0.4,0.466
value5,1.0,5.5,0.0,-0.2,0.55
value5,-1.0,5.1,1.0,-0.5,0.708
value5,1.0,6.1,0.0,-0.6,0.701
value5,-1.0,6.6,0.0,-0.6,0.592
value5,-0.0,5.9,0.9,-0.5,0.596
value5,1.0,4.1,0.0,0.2,0.644
value5,-1.0,5.1,0.0,-0.4,0.803
value5,-1.0,3.2,0.4,-0.5,0.641
value5,-1.0,3.4,0.8,0.3,0.594
value5,-1.0,6.9,1.0,-0.5,0.558
value5,-0.2,8.2,0.6,0.0,0.658
value5,-1.0,4.1,0.1,-0.4,0.504
value4,-1.0,4.4,0.7,-0.6,0.371
value2,-1.0,6.1,0.5,-0.3,0.33
value5,-0.7,2.7,0.0,0.8,0.557
value5,0.3,5.2,0.6,0.3,0.811
value5,1.0,5.9,0.8,0.8,0.614
value2,-1.0,6.2,0.0,1.0,0.223
value5,-1.0,5.9,0.4,-0.6,0.558
value4,1.0,4.7,0.1,-0.5,0.435
value5,-1.0,2.3,0.0,0.0,0.43
value5,-0.9,5.1,0.1,-0.3,0.777
value4,-1.0,6.6,0.0,-0.3,0.496
value5,-0.9,4.0,0.0,0.9,0.36
value5,1.0,9.0,1.0,-0.5,0.704
value4,-1.0,2.5,0.2,-0.6,0.514
value5,1.0,2.5,0.1,1.0,0.642
value5,0.9,3.5,0.0,-0.4,0.613
value4,-1.0,4.5,0.8,-0.5,0.613
value5,0.9,2.4,0.0,-0.6,0.533
value5,0.5,6.1,0.9,0.4,0.611
value5,-1.0,5.5,0.0,-0.0,0.784
value5,0.9,2.6,0.0,-0.5,0.5
value5,0.0,5.7,0.9,0.4,0.584
value5,1.0,4.7,0.1,0.3,0.455
value4,-1.0,7.2,1.0,0.9,0.549
value5,1.0,6.6,1.0,-0.6,0.706
value5,1.0,4.2,0.0,-0.3,0.457
value5,1.0,2.8,0.8,-0.2,0.496
