categ_feature0,num_feature1,num_feature2,num_feature3,num_feature4,target
value6,2.3,22.7,0.4,29481.0,class_3
value7,0.0,15.2,8.0,2.6,class_0
value3,0.0,23.1,1.9,2.5,class_1
value4,0.1,28.3,8.4,1.8,class_1
value7,34.8,38.3,1.0,1.5,class_2
value6,21.4,20.1,2.1,2.8,class_2
value1,0.5,2.5,4.7,2.1,class_0
value5,6.6,80.4,0.2,7.4,class_3
value9,1.7,18.4,2.9,39.7,class_2
value4,6.1,8.1,0.7,1.8,class_0
value5,8.4,28.5,0.0,1.2,class_1
value9,1.4,19.3,4.8,13.2,class_1
value3,0.1,25.9,3.3,1.6,class_1
value4,5.8,22.3,3.5,1.9,class_1
value8,0.4,34.7,0.7,1.4,class_1
value4,11.8,26.4,1.1,1.9,class_1
value4,3.5,13.4,5.2,35.7,class_2
value9,0.1,12.2,2.9,1.3,class_0
value8,7.5,34.2,0.0,2.5,class_1
value7,8.4,61.2,1.5,2.5,class_3
value5,0.1,72.4,5.0,2.1,class_3
value1,6.4,35.6,4.7,35.9,class_3
value1,3.7,15.1,3.3,1.3,class_0
value9,1.1,49.6,5.5,1.7,class_2
value4,0.1,37.4,7.1,29.4,class_2
value3,8.1,38.9,0.0,16.3,class_2
value1,2.2,22.1,2.8,3.9,class_1
value4,0.7,9.3,7.8,26.4,class_2
value3,22.8,43.1,4.4,4.4,class_3
value1,3.3,20.2,4.9,1.1,class_1
value3,0.0,37.9,4.8,2.7,class_2
value7,0.8,21.9,8.3,3.7,class_1
value5,1.0,6.3,0.5,8.1,class_0
value3,6.2,25.5,0.0,2.2,class_1
value2,0.3,19.8,6.4,6.4,class_1
value2,8.1,56.6,0.2,1.4,class_2
value4,0.1,10.9,3.8,2.0,class_0
value2,10.1,18.8,3.2,2.5,class_1
value5,0.2,16.4,5.2,1.8,class_0
value7,13.7,5.5,0.0,1.7,class_0
value2,0.0,34.4,5.1,1.2,class_1
value1,4.0,39.4,2.0,3.7,class_2
value2,0.7,40.6,2.4,59.8,class_3
value7,1.8,1.7,8.9,2.8,class_0
value6,10.1,21.5,7.7,2.7,class_1
value1,0.1,5.6,0.3,4.3,class_0
value8,1.0,13.2,2.1,8.6,class_0
value7,9.8,3.8,4.8,8.9,class_1
value8,4.8,29.0,8.0,4.1,class_1
value8,0.7,27.3,4.5,1.7,class_1
value9,14.1,23.2,4.4,1.3,class_1
value3,7.0,20.0,1.1,1.2,class_1
value9,0.6,39.1,1.3,1.4,class_1
value4,1.9,45.2,0.1,310.8,class_3
value6,0.6,14.0,1.0,1.3,class_0
value2,0.0,16.8,0.1,2.3,class_0
value7,1.4,12.9,5.7,1.5,class_0
value6,0.2,14.8,7.2,1.5,class_0
value1,0.4,26.4,7.9,25.1,class_2
value7,1.6,9.2,8.1,2.6,class_0
value5,2.2,69.8,7.9,1.2,class_3
value5,0.4,30.6,0.2,49.3,class_3
value7,0.7,12.5,0.3,858.4,class_3
value4,20.5,29.9,1.9,1.6,class_2
value2,5.4,15.6,1.4,1.2,class_0
value5,1.3,24.8,0.0,1.8,class_1
value1,2.7,1.3,1.1,1.1,class_0
value4,0.0,27.5,1.9,1.3,class_1
value1,1.7,31.8,3.6,1.5,class_1
value9,7.4,44.8,4.1,1.2,class_2
value3,0.0,25.3,0.1,1.6,class_1
value8,13.8,17.0,0.0,3.9,class_1
value3,6.6,16.7,3.6,1.6,class_1
value4,2.8,28.8,5.2,1.6,class_1
value3,2.3,23.5,0.0,4.0,class_1
value8,0.0,80.6,0.0,4.3,class_3
value3,0.1,56.7,0.2,2.7,class_2
value9,3.6,2.6,7.2,2.0,class_0
value4,7.8,27.0,0.2,3.4,class_1
value8,7.4,1.9,0.2,6.0,class_0
value3,0.1,15.7,0.0,8.9,class_1
value4,2.4,49.3,0.0,2.2,class_2
value2,0.1,39.4,2.0,1.9,class_1
value1,0.4,52.2,8.3,2.3,class_2
value4,0.1,29.9,0.8,7.8,class_1
value1,0.3,0.4,2.5,2.1,class_0
value1,2.6,13.7,1.6,3.0,class_0
value6,1.6,19.1,0.0,119.1,class_3
value6,6.0,46.7,7.7,3.5,class_2
value1,13.8,36.0,0.1,9.4,class_2
value5,5.2,30.6,0.1,1.6,class_1
value1,1.4,25.7,0.1,6.9,class_1
value2,1.7,56.9,5.4,1.1,class_2
value6,14.5,14.6,1.7,10.5,class_1
value9,1.9,0.0,6.5,1.8,class_0
value2,20.9,17.7,0.6,3.8,class_1
value5,0.0,12.9,0.1,1.6,class_0
value3,10.3,21.3,6.4,1.1,class_1
value8,5.2,4.5,0.1,3.1,class_0
value7,1.9,60.3,0.2,1.4,class_2
value6,8.6,30.6,1.2,3.4,class_1
value4,2.2,28.4,0.3,1.4,class_1
value1,2.7,16.6,0.3,7.8,class_1
value5,5.5,38.6,6.1,5.6,class_2
value8,9.7,38.1,3.4,3.2,class_2
value8,20.1,78.9,2.0,2.4,class_3
value6,1.2,54.9,0.8,4.1,class_2
value8,0.0,56.5,0.1,6.2,class_2
value2,1.8,29.3,0.9,4.3,class_1
value2,1.9,27.6,0.0,86.8,class_3
value6,12.1,15.0,0.1,1.6,class_1
value9,3.7,63.9,1.6,1.6,class_2
value6,3.6,27.1,3.7,5.8,class_1
value3,4.0,25.4,1.2,2.6,class_1
value4,0.9,27.3,0.2,1.6,class_1
value6,2.6,10.1,2.6,1.3,class_0
value6,0.0,14.5,5.9,3.8,class_0
value6,1.9,8.8,0.9,16.5,class_1
value2,1.8,13.8,3.6,1.3,class_0
value8,3.9,26.9,0.0,1.6,class_1
value8,3.0,80.9,5.9,653.2,class_3
value4,0.0,4.4,0.3,67.5,class_2
value6,1.0,86.3,8.5,1.7,class_3
value5,6.9,8.4,0.0,1.4,class_0
value4,0.1,24.8,2.0,1.9,class_1
value7,4.0,41.5,2.3,1.4,class_2
value3,0.6,29.1,0.1,1.4,class_1
value2,5.7,31.5,0.1,1.2,class_1
value7,6.2,26.3,0.0,7.8,class_1
value7,14.0,10.3,0.0,4.1,class_1
value5,0.2,24.2,1.4,10.0,class_1
value7,0.2,16.0,3.5,4.9,class_0
value1,1.2,14.6,1.7,2.8,class_0
value9,1.0,33.5,0.5,1.3,class_1
value4,8.4,52.9,5.5,65.2,class_3
value2,0.3,34.2,2.9,11.4,class_2
value7,0.0,6.7,4.9,13443.6,class_3
value4,3.8,17.7,0.2,1.1,class_0
value2,4.9,39.0,4.3,3.1,class_2
value5,0.7,19.5,3.3,21.2,class_2
value3,2.4,24.4,2.7,5.1,class_1
value5,1.1,32.0,3.5,7.0,class_1
value6,0.5,9.1,0.5,1.8,class_0
value3,0.0,32.0,4.5,2.0,class_1
value2,0.1,10.7,0.0,2.4,class_0
value9,0.2,36.5,0.1,36.6,class_2
value7,2.0,17.7,3.9,2.2,class_1
value2,0.1,9.8,0.0,1.6,class_0
value5,0.0,38.6,7.4,17.2,class_2
value9,11.2,39.5,1.3,2.4,class_2
value2,0.8,48.4,0.0,1.5,class_2
value7,20.8,27.6,3.8,3.6,class_2
value3,3.3,12.8,5.9,52.4,class_2
value3,5.7,34.4,0.7,7.3,class_2
value7,2.8,25.7,7.2,2.7,class_1
value3,0.9,3.3,1.1,2.9,class_0
value9,0.5,30.7,0.6,3.1,class_1
value4,1.4,38.1,0.6,2.1,class_1
value6,1.7,68.1,6.0,5.4,class_3
value6,0.7,8.3,5.4,2.5,class_0
value8,0.7,79.3,3.9,22.3,class_3
value3,0.6,34.2,3.4,1.4,class_1
value5,0.0,58.6,7.8,3.3,class_2
value1,0.9,16.7,0.0,1.5,class_0
value6,12.9,4.8,0.8,296.2,class_3
value1,1.3,38.0,7.4,2.2,class_2
value6,0.0,27.0,7.8,45.7,class_3
value1,4.3,24.2,0.4,3.1,class_1
value2,2.4,25.3,5.3,12.6,class_2
value4,9.5,76.7,2.6,2.2,class_3
value4,15.6,40.8,7.6,33.1,class_3
value7,1.6,32.4,0.7,2.2,class_1
value5,7.6,6.1,2.9,2.2,class_0
value1,0.2,7.7,0.6,1.5,class_0
value9,0.8,33.1,0.0,3.1,class_1
value5,13.0,16.0,0.1,1.4,class_1
value8,2.0,47.8,1.1,13.2,class_2
value4,8.7,43.6,2.8,7.7,class_2
value1,3.5,18.4,7.1,5.6,class_1
value9,5.5,41.7,1.7,1.4,class_2
value3,15.3,36.2,0.3,1.4,class_2
value2,0.1,17.4,4.3,1.2,class_0
value9,2.9,16.4,0.3,2.9,class_0
value2,1.6,58.3,0.1,1.7,class_2
value9,3.7,50.3,7.3,1.5,class_2
value5,0.8,44.5,4.1,1.9,class_2
value8,2.9,41.0,2.0,15.3,class_2
value5,0.4,18.1,4.7,1.6,class_0
value7,6.1,0.2,6.7,87.2,class_3
value2,1.1,45.4,3.1,3.1,class_2
value8,3.6,22.5,8.6,1.2,class_1
value7,0.5,18.4,8.9,12.6,class_1
value7,0.1,30.4,1.1,1.6,class_1
value9,0.9,13.3,2.5,12.0,class_1
value6,0.8,1.7,1.4,3.0,class_0
value4,7.1,22.8,0.2,1.5,class_1
value8,0.0,20.8,7.8,1.4,class_1
value5,1.1,29.2,3.2,2.0,class_1
value9,0.0,22.0,3.5,3.6,class_1
value2,4.6,9.5,6.1,1.9,class_0
value8,3.0,8.9,6.9,5.6,class_0
value7,0.0,23.2,3.0,2.1,class_1
value6,0.2,29.4,4.7,1.2,class_1
value3,7.1,54.8,5.5,1.2,class_2
value1,4.5,46.4,2.1,4.2,class_2
value9,1.5,15.1,1.2,2.3,class_0
value8,5.5,7.1,6.0,1.4,class_0
value7,3.0,57.3,1.3,2.7,class_2
value6,0.2,13.6,3.9,1.8,class_0
value3,0.7,31.1,0.5,3.7,class_1
value6,35.5,13.6,1.8,8.5,class_2
value8,0.0,32.1,0.7,1.6,class_1
value3,0.2,38.8,5.0,4.0,class_2
value6,1.3,15.0,4.3,4.1,class_0
value2,0.3,27.9,0.3,14.1,class_1
value5,1.7,9.4,3.8,69.3,class_3
value2,0.3,16.3,0.1,8.0,class_0
value6,0.1,27.1,1.6,666.4,class_3
value9,0.0,3.0,0.2,2.6,class_0
value4,2.1,68.2,0.4,21.8,class_3
value3,3.9,64.8,2.5,7.1,class_3
value8,3.5,35.7,2.6,3.0,class_1
value6,2.0,16.7,8.1,2.3,class_1
value5,2.4,30.6,0.4,2.0,class_1
value5,0.1,86.7,2.6,1.6,class_3
value7,3.8,27.1,1.2,2.9,class_1
value4,0.0,21.9,1.4,1.4,class_0
value9,1.3,31.8,4.2,2.3,class_1
value1,2.8,14.0,3.7,3.1,class_0
value5,2.1,41.3,1.9,1.3,class_2
value6,1.2,15.2,0.4,1686.6,class_3
value1,6.4,19.4,1.4,17.6,class_1
value4,20.1,24.2,2.4,5.3,class_2
value3,0.1,49.7,4.6,1.4,class_2
value2,8.6,8.2,2.3,1.8,class_0
value2,0.9,0.3,1.3,49.6,class_2
value7,0.5,46.7,0.2,2.4,class_2
value9,0.0,32.3,1.8,3.0,class_1
value4,0.0,54.7,0.9,1.8,class_2
value4,10.4,10.4,0.3,12.3,class_1
value1,4.3,0.1,0.5,2.6,class_0
value7,4.2,9.2,0.0,1.5,class_0
value5,0.5,83.7,0.1,9.4,class_3
value5,2.0,30.3,2.5,2.0,class_1
value6,2.0,27.1,0.4,2.6,class_1
value6,11.0,42.8,2.4,3.8,class_2
value6,1.5,25.1,0.0,19.5,class_1
value5,29.5,51.3,2.4,1.6,class_3
value6,2.6,42.6,2.5,1.5,class_2
value4,7.8,42.5,0.8,2.1,class_2
value4,0.1,61.8,2.8,4.1,class_2
value5,3.7,33.5,2.7,74633.2,class_3
value6,0.4,8.4,2.6,2.5,class_0
value2,15.9,50.9,0.9,1.5,class_2
value1,0.1,6.8,3.8,2.3,class_0
value3,4.9,24.0,6.4,26.7,class_2
value6,0.1,34.9,0.0,7.5,class_1
value6,3.4,25.9,0.5,5.4,class_1
value4,2.0,40.3,4.5,26.9,class_2
value6,5.8,28.4,1.9,3.0,class_1
value9,8.4,15.7,7.3,1.6,class_1
value7,2.5,38.1,0.1,1.7,class_1
value3,19.0,13.9,8.3,28.0,class_2
value7,2.2,7.3,5.5,8613.6,class_3
value7,0.2,24.1,0.3,28.7,class_2
value3,6.9,13.7,1.0,2.4,class_0
value5,9.3,48.6,8.8,6.4,class_2
value2,0.9,23.1,0.1,1.5,class_0
value1,0.0,32.9,4.5,29.6,class_2
value3,0.4,25.1,4.7,5.9,class_1
value5,1.4,22.5,0.7,2.7,class_1
value2,8.4,52.5,6.2,10.3,class_3
value8,5.0,48.4,0.5,1.8,class_2
value1,6.1,29.5,3.4,2.5,class_1
value1,5.7,11.1,6.4,1.5,class_0
value1,7.0,19.8,1.9,2.6,class_1
value7,1.4,22.2,2.6,4.1,class_1
value5,0.0,17.6,1.6,3.9,class_0
value7,1.4,30.5,0.4,21.2,class_2
value7,2.4,26.2,0.2,23.4,class_2
value2,0.1,32.5,8.5,7.1,class_2
value8,44.5,11.8,0.5,16.6,class_2
value9,4.6,8.7,4.3,2.0,class_0
value6,20.3,15.6,3.4,3.6,class_1
value8,2.1,24.8,8.8,1.4,class_1
value5,1.1,17.3,0.9,1.6,class_0
value7,3.5,22.8,5.5,12.4,class_1
value2,0.3,22.1,0.2,18.5,class_1
value6,1.0,50.8,3.1,1.2,class_2
value4,14.5,10.2,0.9,1.8,class_0
value2,0.0,3.7,6.4,13.5,class_0
value2,1.6,8.2,0.0,32.6,class_1
value7,1.1,100.3,7.7,1.7,class_3
value2,11.3,0.5,8.6,1.2,class_0
value1,0.4,27.9,0.0,14.6,class_1
value4,9.0,57.1,1.3,7.4,class_2
value4,0.3,33.2,4.4,5.5,class_1
value7,1.6,54.3,0.0,1047.4,class_3
value3,0.0,6.9,1.5,27.9,class_1
value6,1.6,26.6,4.9,12.8,class_2
value2,0.4,35.2,2.7,1.8,class_1
value6,0.2,17.6,0.2,1.5,class_0
value5,2.3,23.1,0.4,5.3,class_1
value1,1.8,22.8,6.5,2.3,class_1
value6,0.3,10.9,1.9,2.3,class_0
value3,8.0,37.9,5.7,10.1,class_2
value2,1.2,18.9,0.1,7.1,class_1
value4,1.6,41.9,1.8,44.7,class_3
value4,1.9,25.0,3.1,4.8,class_1
value4,1.1,38.0,0.6,5.2,class_1
value9,0.3,2.4,6.4,3.8,class_0
value8,1.2,20.9,5.1,6.1,class_1
value7,3.4,28.6,0.0,1.6,class_1
value4,2.6,1.5,0.1,1.1,class_0
value2,1.6,57.1,2.3,5.2,class_2
value1,0.2,40.8,1.2,1.7,class_1
value7,1.6,25.3,0.1,1.0,class_1
value4,4.6,36.6,0.0,3.6,class_1
value3,57.1,7.2,1.1,2.4,class_2
value6,9.2,55.6,0.1,3.4,class_2
value5,2.4,69.1,2.1,3.0,class_2
value9,3.6,25.4,0.2,12.7,class_1
value2,0.1,14.8,0.4,2.2,class_0
value6,3.2,36.5,3.2,2002513.3,class_3
value6,0.1,11.8,6.7,1.2,class_0
value3,1.7,14.5,0.5,36.6,class_2
value5,0.5,19.8,2.7,1.7,class_0
value1,2.3,24.9,2.2,1.3,class_1
value6,2.8,21.8,3.8,98294.2,class_3
value7,0.2,24.9,1.5,1.8,class_1
value3,5.3,2.9,6.4,2.2,class_0
value6,15.9,49.5,3.7,38247.8,class_3
value1,2.8,15.0,1.5,9.0,class_0
value5,0.0,50.5,0.9,46.2,class_3
value6,4.9,15.0,4.3,2.4,class_1
value7,0.6,15.9,8.6,1.4,class_1
value4,2.5,18.7,2.8,2.9,class_0
value8,0.0,23.6,6.9,1.9,class_1
value8,22.1,47.6,8.0,1.6,class_3
value2,4.0,85.4,1.3,1.4,class_3
value4,0.7,50.8,9.0,11.5,class_2
value6,1.3,6.3,4.1,1.4,class_0
value8,1.8,11.7,0.0,1.9,class_0
value6,0.0,39.3,0.0,1.6,class_1
value7,0.1,125.6,2.3,22.3,class_3
value9,3.9,14.9,1.0,2.9,class_0
value6,2.8,17.9,6.7,3.2,class_1
value3,4.9,34.7,0.1,3.6,class_1
value9,0.2,74.6,0.0,1.6,class_3
value8,15.0,59.0,3.7,1.3,class_3
value3,1.3,47.3,0.4,1.7,class_2
value5,12.5,34.4,0.0,4.7,class_2
value3,0.8,30.1,8.8,100.6,class_3
value1,8.6,10.4,0.0,4.9,class_0
value3,8.0,26.2,7.0,3.3,class_2
value1,0.1,71.1,0.2,1.1,class_2
value5,0.1,4.5,6.7,2.1,class_0
value6,1.9,19.7,0.4,3.2,class_0
value6,0.0,30.2,0.0,17.7,class_2
value1,1.5,25.6,4.1,1.7,class_1
value4,1.2,28.4,2.2,1.6,class_1
value1,3.3,31.4,5.1,116.5,class_3
value3,14.5,22.9,0.3,1.7,class_1
value2,9.5,22.8,0.7,11.3,class_2
value7,2.8,19.6,1.7,16.4,class_1
value6,1.9,26.0,0.6,1.4,class_1
value6,1.1,24.5,1.6,1.9,class_1
value4,0.1,20.9,0.6,4.0,class_1
value3,0.4,17.3,1.2,1.6,class_0
value2,7.4,12.2,2.4,2.1,class_0
value3,6.3,29.7,2.5,3.5,class_1
value2,1.3,18.6,4.7,4.4,class_1
value6,0.1,34.5,1.9,40.6,class_3
value7,2.3,8.6,4.0,28.6,class_1
value4,1.9,28.1,1.4,1.8,class_1
value2,0.9,46.8,2.6,2.7,class_2
value7,8.3,9.7,0.1,10.1,class_1
value4,0.8,23.1,7.6,9.1,class_1
value5,23.4,38.4,1.6,1.5,class_2
value6,0.0,12.9,0.2,4.2,class_0
value9,0.5,18.9,0.0,1.7,class_0
value3,0.5,17.9,0.2,1.4,class_0
value9,0.2,17.2,4.1,2.7,class_0
value9,0.1,39.4,2.5,5.1,class_2
value8,0.1,11.9,2.2,261.4,class_3
value7,6.6,27.0,1.5,2.1,class_1
value7,0.0,19.3,1.1,3.2,class_0
value7,0.7,5.3,6.6,2.5,class_0
value5,12.1,20.7,0.0,1.7,class_1
value9,2.3,12.0,1.1,8.8,class_0
value8,0.2,51.2,0.4,7.0,class_2
value9,0.2,17.1,0.3,4.4,class_0
value5,4.7,11.9,5.2,82.5,class_3
value2,1.7,26.5,5.1,2.2,class_1
value6,0.8,26.8,4.7,3.1,class_1
value4,1.6,13.5,3.2,25.9,class_2
value8,2.4,44.9,0.0,5.7,class_2
value2,0.0,20.6,0.6,1.9,class_0
value7,8.6,30.0,0.2,1.5,class_1
value7,0.0,26.5,1.0,1.5,class_1
value4,17.6,20.0,0.0,2.5,class_1
value9,28.7,10.1,2.5,2.3,class_1
value2,0.9,37.5,2.3,99.9,class_3
value9,0.1,15.6,4.0,1.6,class_0
value5,0.9,13.8,0.4,1.5,class_0
value9,9.2,84.4,2.1,1.5,class_3
value1,1.3,38.9,5.2,4.7,class_2
value9,3.9,25.7,3.3,201.4,class_3
value9,0.0,46.5,8.4,5.5,class_2
value1,0.0,32.9,8.2,2.1,class_1
value5,0.7,4.9,0.1,4.9,class_0
value4,3.5,18.2,1.0,31.3,class_2
value8,15.5,77.4,0.2,4.3,class_3
value9,1.1,28.2,0.1,2.0,class_1
value1,17.4,18.8,0.2,1.7,class_1
value3,0.8,41.2,3.3,1.5,class_2
value4,4.3,47.4,4.2,1.8,class_2
value9,0.0,12.0,1.3,32.6,class_2
value5,1.5,43.8,0.2,7.6,class_2
value7,0.0,12.0,0.9,2.2,class_0
value6,4.3,22.3,3.7,1.1,class_1
value9,1.3,11.1,6.3,1.1,class_0
value1,11.4,11.3,2.3,1.9,class_1
value8,14.6,41.9,8.9,1.2,class_2
value5,0.0,0.6,0.1,3.0,class_0
value9,0.0,35.2,8.2,1.7,class_2
value9,0.0,25.1,0.0,1.7,class_1
value6,0.1,38.8,0.7,2.6,class_1
value6,7.9,20.9,4.7,296.2,class_3
value7,4.2,21.6,6.4,1.6,class_1
value1,0.2,28.1,4.1,1.2,class_1
value4,17.4,51.7,7.3,1.3,class_3
value3,24.8,18.0,0.0,35.9,class_3
value3,1.0,25.7,6.3,5.0,class_1
value5,0.3,26.6,2.6,2.0,class_1
value3,0.3,39.7,1.0,23.8,class_2
value6,9.7,21.8,2.1,1.2,class_1
value3,0.4,36.4,0.0,23.5,class_2
value5,0.4,22.9,3.3,8.6,class_1
value1,7.6,31.1,0.5,1.9,class_1
value1,0.7,47.4,0.5,4.3,class_2
value4,2.3,68.5,1.4,890.9,class_3
value6,4.8,29.3,6.6,1.4,class_1
value6,2.5,13.4,3.7,3.5,class_0
value3,0.8,11.2,8.4,451.8,class_3
value5,0.1,22.2,5.5,2.3,class_1
value5,0.0,85.6,0.5,2.4,class_3
value7,0.6,18.8,6.8,1.5,class_0
value6,0.0,77.1,1.9,1.6,class_3
value6,3.0,5.4,8.8,1.2,class_0
value5,0.2,48.3,0.9,34.4,class_3
value5,7.0,22.4,5.0,20.7,class_2
value7,11.9,22.1,7.0,6.3,class_2
value5,3.3,39.2,6.0,2.6,class_2
value4,0.5,18.4,0.1,1.2,class_0
value4,6.8,21.9,4.4,1.6,class_1
value4,0.5,15.4,8.0,2.6,class_1
value8,2.8,24.9,0.4,60.7,class_3
value8,2.7,53.9,7.0,3.9,class_2
value5,0.3,33.5,0.2,439.6,class_3
value5,18.5,40.9,0.5,1.3,class_2
value8,1.1,16.1,4.4,5.4,class_0
value6,0.7,15.7,3.4,24.6,class_1
value4,0.8,27.5,7.7,2.0,class_1
value2,0.0,12.4,4.2,1.2,class_0
value3,2.5,16.4,1.2,60.6,class_3
value7,0.4,0.4,0.1,2.0,class_0
value2,6.4,18.1,6.8,1.8,class_1
value1,0.1,18.6,7.4,4.2,class_1
value3,4.9,53.9,0.4,1.9,class_2
value3,0.1,32.6,2.5,1.7,class_1
value1,0.1,20.9,7.2,1.9,class_1
value3,3.1,33.0,7.7,4.8,class_2
value8,0.0,75.6,3.4,1.5,class_3
value9,0.1,10.5,0.3,2.2,class_0
value5,2.8,25.0,6.3,1.7,class_1
value2,34.7,54.1,4.5,2.2,class_3
value1,5.9,20.3,4.5,10.6,class_1
value5,2.1,23.5,0.9,1.4,class_1
value7,3.0,20.4,3.8,1.4,class_1
value4,2.0,10.0,0.0,5.0,class_0
value2,1.3,29.7,0.0,3.0,class_1
value8,0.4,44.1,6.5,10.8,class_2
value7,6.5,37.1,2.7,8.3,class_2
value8,10.7,16.1,0.5,6.5,class_1
value7,2.1,21.6,2.9,1.8,class_1
value9,12.4,5.1,0.4,2.6,class_0
value7,0.3,21.5,0.9,344.3,class_3
value1,1.1,46.3,5.4,4.5,class_2
value9,0.2,38.4,1.5,1.2,class_1
value1,11.9,2.4,4.5,3.1,class_0
value6,0.4,28.5,0.1,8.4,class_1
value5,6.7,15.9,3.2,2.9,class_1
value4,0.0,2.6,7.4,2.3,class_0
value4,0.3,15.3,6.9,5.9,class_1
value8,0.0,95.2,1.5,1.6,class_3
value7,5.5,25.3,0.0,2.5,class_1
value2,3.3,25.4,0.1,2.9,class_1
value6,0.0,48.4,5.5,3.1,class_2
value8,3.2,12.4,5.6,11.9,class_1
value4,4.2,14.4,3.1,3.6,class_0
value5,0.6,12.5,0.0,3.4,class_0
value6,0.1,66.8,4.6,4.6,class_2
value4,0.0,63.8,0.0,150.8,class_3
value6,0.1,9.6,0.0,2.1,class_0
value2,0.6,23.0,0.6,2.5,class_0
value2,0.3,11.5,2.4,9.2,class_0
value2,9.8,3.1,7.4,1.2,class_0
value5,3.0,16.9,0.5,1.4,class_0
value1,0.1,81.2,7.4,2.9,class_3
value6,4.6,13.5,8.9,3.2,class_1
value2,4.1,62.3,0.1,1.7,class_2
value6,3.4,54.6,0.0,39.0,class_3
value6,6.8,35.8,0.3,2.7,class_1
value7,1.5,16.0,0.1,6.8,class_0
value2,0.0,26.7,0.9,1.7,class_1
value6,12.2,18.3,7.2,1.6,class_1
value4,0.0,10.1,1.4,2.4,class_0
value4,0.1,21.2,6.5,1.5,class_1
value6,2.4,44.0,1.1,3.6,class_2
value9,7.0,17.4,0.3,1.9,class_1
value1,0.3,61.3,4.5,1.4,class_2
value4,14.2,19.4,5.8,2.0,class_1
value5,1.1,23.4,4.5,1.6,class_1
value1,5.8,26.4,1.2,18.0,class_2
value7,11.7,36.2,0.7,1.5,class_2
value5,0.9,28.8,1.3,5.7,class_1
value9,4.2,49.0,4.1,3.0,class_2
value7,0.0,27.0,0.4,1.3,class_1
value2,15.7,21.5,0.7,1.2,class_1
value3,24.4,6.1,1.8,2.5,class_1
value8,0.0,36.2,7.7,1.7,class_1
value1,0.3,36.5,8.5,1.7,class_2
value3,29.1,17.5,6.0,1.8,class_2
value7,0.0,18.9,2.3,2.2,class_0
value9,2.6,23.2,0.0,2.4,class_1
value6,3.3,40.7,1.7,9.8,class_2
value8,4.8,26.5,0.0,2.0,class_1
value7,4.6,48.1,4.9,1.4,class_2
value6,0.2,29.7,6.8,12.1,class_2
value1,2.5,29.0,0.7,30.3,class_2
value5,2.8,7.2,0.8,2.8,class_0
value7,4.2,54.0,6.5,7.2,class_2
value4,0.2,53.7,2.0,56.6,class_3
value4,0.2,24.8,1.0,7.0,class_1
value9,4.7,14.6,3.0,3.6,class_0
value4,3.4,47.6,5.9,6.7,class_2
value8,10.1,31.9,0.1,1.4,class_1
value5,3.5,10.7,2.3,1.7,class_0
value3,7.3,26.4,0.0,68.8,class_3
value8,0.2,7.9,0.8,6.3,class_0
value6,12.2,19.3,2.6,6.3,class_1
value9,0.2,24.7,1.8,1.4,class_1
value2,9.8,31.9,0.1,4.2,class_2
value4,18.8,32.1,2.6,1.5,class_2
value7,4.1,1.1,8.6,5.6,class_0
value5,7.7,22.2,3.3,1.2,class_1
value1,9.8,21.6,0.0,948.9,class_3
value3,1.9,20.4,6.8,1.3,class_1
value3,1.2,14.3,2.3,2.1,class_0
value1,0.1,23.5,0.7,2.4,class_1
value9,3.4,21.2,1.0,1.1,class_1
value5,2.7,28.3,8.7,2.5,class_1
value3,8.3,23.9,0.2,34.7,class_2
value9,1.1,40.6,7.6,3.3,class_2
value7,0.1,5.9,0.1,2.5,class_0
value7,0.0,24.2,3.0,1.6,class_1
value8,0.2,48.1,0.6,1.2,class_2
value9,0.6,17.6,2.2,1.1,class_0
value1,0.7,0.0,3.8,1.4,class_0
value8,0.1,23.2,7.7,6.7,class_1
value3,2.4,9.2,0.8,1.9,class_0
value7,1.7,27.7,4.1,3.6,class_1
value3,2.3,53.5,7.5,2.4,class_2
value3,0.0,50.7,3.1,1.9,class_2
value6,0.1,45.4,3.8,1.2,class_2
value3,3.3,26.8,3.8,4.8,class_1
value2,0.4,20.0,5.6,1.1,class_0
value4,2.8,1.4,2.9,1.4,class_0
value7,5.5,25.4,1.1,3.1,class_1
value4,3.6,32.7,0.8,6.9,class_1
value2,2.7,18.8,0.3,6.6,class_1
value1,0.7,23.6,0.6,4.2,class_1
value6,2.0,8.3,7.7,17.1,class_1
value3,2.7,13.4,4.1,75.7,class_3
value2,1.8,28.5,0.0,2.2,class_1
value6,6.0,16.6,0.2,1.5,class_0
value2,20.2,15.2,1.6,8.7,class_2
value9,0.0,9.7,2.7,1.6,class_0
value6,0.5,18.6,5.7,651.9,class_3
value4,0.1,31.2,8.1,2.0,class_1
value1,25.8,53.9,6.6,1.4,class_3
value5,0.3,75.8,0.4,11.3,class_3
value8,1.9,27.4,4.3,2.3,class_1
value1,1.8,74.0,0.6,1.5,class_3
value4,3.0,24.9,1.4,1.9,class_1
value2,5.2,41.2,0.0,1.3,class_2
value2,9.3,13.1,3.3,2.4,class_1
value4,1.9,1.7,3.2,2.2,class_0
value7,6.5,24.4,5.4,1.9,class_1
value5,1.1,4.7,0.9,1.6,class_0
value1,7.1,50.9,6.2,78.7,class_3
value7,1.2,3.3,2.1,8.4,class_0
value7,8.5,37.2,8.8,1.3,class_2
value8,8.4,4.4,5.4,2.4,class_0
value9,3.8,11.4,0.6,70.1,class_3
